id,name,biography,birth_date,photo_url,created_at
95697,Dileep Rao,"Dileep Rao (born July 29, 1973) is an American actor who has appeared in feature films and television series. He starred in Sam Raimi's horror film Drag Me to Hell (2009), James Cameron's science fiction film Avatar (2009), and Christopher Nolan's thriller Inception (2010).",1973-07-29,/jRNn8SZqFXuI5wOOlHwYsWh0hXs.jpg,2025-11-16 01:19:13
98215,Matt Gerald,"Matthew Gerald is an American actor and screenwriter. Gerald was born in Miami, Florida. A graduate of The University of Pennsylvania, he is best known for his roles as Melvin Potter on Netflix's Daredevil, Corporal Lyle Wainfleet in James Cameron's sci-fi Avatar, and elusive predator Ray Speltzer on Showtime's Dexter. Wikipedia",1970-05-02,/k5iEsYWb1Prho4IO2xGTFaIwKu1.jpg,2025-11-16 01:19:13
154153,Sean Anthony Moran,,1978-08-11,/9bsNN91o9iNVLK3W7js99kvg26L.jpg,2025-11-16 01:19:13
397312,Jason Whyte,,,/lCZ5Z3RJG6BxP05FPf7kCoQGZdI.jpg,2025-11-16 01:19:13
42317,Scott Lawrence,"Scott was born in Los Angeles and spent a lot of his childhood with his parents on picket lines campaigning for local civil rights. His father was the executive director of the University of Southern California,Community Services Center, and his mother worked for Operation Breadbasket and other organizations dedicated to improving economic conditions of black communities. After studying electrical engineering for two years at USC, he sat in on a friends acting class, was immediately bitten by the bug and auditioned for USC's Bachelor of Fine Arts acting conservatory the next semester. He started over as a freshman and completed the program in 1986. In 1987, Scott earned his SAG card on the feature film ""Punchline"". After several equity waiver plays and TV guest stars, Scott landed his first TV series regular role as Whoopi Goldberg's son on the short lived ""Bagdad Cafe"". The show ended in 1990 and after a few more years in Hollywood, Scott decided to pack up and move to New York to pursue his first love, the theatre. In NYC he worked in off and off-off Broadway shows and was invited into the elite Drama Department Theatre Company for which he performed Tennesee Williams' three character play, ""Kingdom of Earth"" with Cynthia Nixon and Peter Sarsgaard, directed by John Cameron Mitchell. Scott's proudest theater moment came when he was cast by Lloyd Richards to play Walter Lee in Lorraine Hansberry's, ""A Raisin in the Sun"". Lloyd fell sick but the production went on to rave reviews at Fords Theater in Washington DC, directed by Seret Scott in 1995. Scott stayed in New york for a few more years working in TV, film and theatre before returning to Los Angeles in 1998. In 1999, he was cast in a guest starring role on the pilot for the CBS drama, ""First Monday"". Producer/creator/ director, Don Bellasario admired his work enough to create the role of 'Cmdr. Sturgis Turner' for Scott on his long running, hit series ""JAG"". Scott played the role from 2000 to 2004, when the show was canceled. He continues to live and work in Hollywood, recent notable credits include ""The Social Network"" and James Cameron's ""Avatar"". Upcoming credits Include J.J. Abrams next ""Star Trek"" feature and ""The Host"", directed by Andrew Niccol. Both due for release in 2013. Scott is the very proud father of two sons, Morgan and Daniel.  - IMDb Mini Biography",1963-09-27,/8lwnmlHN6QPK75NwfufsIFZZhmB.jpg,2025-11-16 01:19:13
2710,James Cameron,"James Francis Cameron (born August 16, 1954) is a Canadian filmmaker. He is a major figure in the post-New Hollywood era and often uses novel technologies with a classical filmmaking style. Cameron first gained recognition for writing and directing The Terminator (1984), and found further success with Aliens (1986), The Abyss (1989), Terminator 2: Judgment Day (1991), and True Lies (1994), as well as Avatar (2009) and its sequels. He directed, wrote, co-produced, and co-edited Titanic (1997), winning Academy Awards for Best Picture, Best Director, and Best Film Editing. He is a recipient of various other industry accolades, and three of his films have been selected for preservation in the National Film Registry by the Library of Congress.

Cameron co-founded the production companies Lightstorm Entertainment, Digital Domain, and Earthship Productions. In addition to filmmaking, he is a National Geographic explorer-in-residence. He has produced many documentaries on deep-ocean exploration, including Ghosts of the Abyss (2003) and Aliens of the Deep (2005). Cameron has also contributed to underwater filming and remote vehicle technologies and helped create the digital 3D Fusion Camera System. In 2012, Cameron became the first person to solo descend the Mariana Trench, the deepest part of the Earth's ocean, in the Deepsea Challenger submersible.

Cameron's films have grossed over $8 billion worldwide, making him the second-highest-grossing film director. Three of Cameron's films are among the top four highest-grossing films of all time; Avatar (2009), Avatar: The Way of Water (2022) and Titanic (1997) are the highest, third-highest and fourth-highest-grossing films of all time, respectively. Cameron directed the first film to gross over $1 billion, the first two films to gross over $2 billion, and is the only director to have had three films grossing over $2 billion. In 2010, Time named Cameron one of the 100 most influential people in the world. Cameron is also an environmentalist and runs several sustainability businesses.

Description above from the Wikipedia article James Cameron, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1954-08-16,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,2025-11-16 01:19:13
85,Johnny Depp,"John Christopher Depp II (born June 9, 1963) is an American actor, producer and musician. He is the recipient of various accolades, including a Golden Globe Award and a Screen Actors Guild Award, in addition to nominations for three Academy Awards and two British Academy Film Awards.

Depp made his debut in the horror film A Nightmare on Elm Street (1984), before rising to prominence as a teen idol on the television series 21 Jump Street (1987–1990). In the 1990s, Depp acted mostly in independent films, often playing eccentric characters. These included What's Eating Gilbert Grape (1993), Benny and Joon (1993), Dead Man (1995), Donnie Brasco (1997) and Fear and Loathing in Las Vegas (1998). Depp also began collaborating with director Tim Burton, starring in Edward Scissorhands (1990), Ed Wood (1994) and Sleepy Hollow (1999).

In the 2000s, Depp became one of the most commercially successful film stars by playing Captain Jack Sparrow in the swashbuckler film series Pirates of the Caribbean (2003–present). He received critical praise for Finding Neverland (2004), and continued his commercially successful collaboration with Tim Burton with the films Charlie and the Chocolate Factory (2005), Corpse Bride (2005), Sweeney Todd: The Demon Barber of Fleet Street (2007), and Alice in Wonderland (2010). In 2012, Depp was one of the world's biggest film stars, and was listed by the Guinness World Records as the world's highest-paid actor, with earnings of US$75 million. During the 2010s, Depp began producing films through his company, Infinitum Nihil, and formed the rock supergroup Hollywood Vampires with Alice Cooper and Joe Perry.",1963-06-09,/drl9qDZoxPHhUbDamYcOQEhlHzW.jpg,2025-11-16 01:19:13
114,Orlando Bloom,"Orlando Jonathan Blanchard Copeland Bloom (born 13 January 1977) is an English actor. He made his breakthrough as the character Legolas in The Lord of the Rings film series (2001–03). He reprised his role in The Hobbit film series (2013–14). Considered by some to be the Errol Flynn of his time, he gained further notice appearing in epic fantasy, historical, and adventure films, notably as Will Turner in the Pirates of the Caribbean film series(2003–07, 2017), Paris in Troy (2004), Balian de Ibelin in the Kingdom of Heaven (2005), and the Duke of Buckingham in The Three Musketeers(2011).

Bloom appeared in Hollywood films such as the war film Black Hawk Down (2001), the Australian Western Ned Kelly (2003), the romantic comedy Elizabethtown (2005), and New York, I Love You(2007). In 2020, he gained acclaim for the Afghanistan War drama film The Outpost (2020). He also starred in the Amazon Prime Video series Carnival Row (2019–2023).

He debuted professionally in In Celebration at the Duke of York's Theatre in the West End in 2007. He starred in an adaptation of William Shakespeare's Romeo and Juliet in 2013. He returned to the theatre in a West End revival of Tracy Letts' Killer Joe in 2018. In 2009, Bloom was named a UNICEF Goodwill Ambassador. In 2015, he received the BAFTA Britannia Humanitarian Award.",1977-01-13,/pulwUR0lZ8IWwXUCRXCnyWfYvNL.jpg,2025-11-16 01:19:13
116,Keira Knightley,"Keira Christina Knightley (born 26 March 1985) is an English actress. She has starred in both independent films and big-budget blockbusters, and is particularly noted for her roles in period dramas. Her accolades include two Empire Awards and nominations for two Academy Awards, three British Academy Film Awards, three Golden Globe Awards, one Screen Actors Guild Award and one Laurence Olivier Award. Knightley was appointed an OBE in the 2018 Birthday Honours for services to drama and charity.

Born in London to actors Will Knightley and Sharman Macdonald, Knightley obtained an agent at age six, and initially worked commercials and television films. She appeared as Sabé, Padmé Amidala's handmaiden, in science fiction blockbuster Star Wars: Episode I – The Phantom Menace (1999). Knightley had a break-through role portraying a tomboy footballer in the sports film Bend It Like Beckham (2002). She achieved global stardom with her portrayal of Elizabeth Swann in fantasy swashbuckler series Pirates of the Caribbean. In the same year, she appeared in the Christmas romantic comedy Love Actually (2003) and was labelled a promising teen star.

For her portrayal of Elizabeth Bennet in the period romance Pride & Prejudice (2005), Knightley was nominated for the Academy Award for Best Actress. At age 20, she became the third-youngest Best Actress nominee at the time. Knightley starred in a series of further period pieces, portraying a complex love interest in Atonement (2007), tastemaker Georgiana Cavendish in The Duchess (2008), and the titular socialite in Anna Karenina (2012). She then forayed into contemporary dramas, appearing as an aspiring musician in Begin Again (2013) and a medical student in Jack Ryan: Shadow Recruit (2014). Knightley returned to historical films by playing cryptoanalyst Joan Clarke in The Imitation Game (2014), earning her a second round of Academy Award and BAFTA nominations, and starred as the eponymous belle époque writer in Colette (2018) to critical acclaim.

On stage, Knightley has appeared in two West End productions: The Misanthrope in 2009, which earned her an Olivier Award nomination, and The Children's Hour in 2011. She also starred as the eponymous heroine in the 2015 Broadway production of Thérèse Raquin. Knightley is known for her outspoken stance on social issues, and has worked extensively with Amnesty International, Oxfam, and Comic Relief. She is married to musician James Righton, with whom she has two daughters.",1985-03-26,/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg,2025-11-16 01:19:13
1640,Stellan Skarsgård,"Stellan Skarsgård (born June 13, 1951) is a Swedish actor, known internationally for The Hunt for Red October and Good Will Hunting, as well as his supporting roles in the Pirates of the Caribbean, Mamma Mia!, and Marvel Cinematic Universe (MCU) franchises.

Skarsgård is particularly associated with director Lars von Trier and has appeared in six of the Danish auteur's features: The Kingdom, Breaking the Waves, Dancer in the Dark, Dogville, Melancholia, and Nymphomaniac.",1951-06-13,/x78BtYHElirO7Iw8bL4m8CnzRDc.jpg,2025-11-16 01:19:13
1619,Chow Yun-fat,"Chow Yun-Fat (Chinese: 周潤發, born 18 May 1955), previously known as Donald Chow, is a Hong Kong actor. He is perhaps best known for his collaborations with filmmaker John Woo in the five Hong Kong action heroic bloodshed films: A Better Tomorrow, A Better Tomorrow II, The Killer, Once a Thief and Hard Boiled, and in the West for his roles as Li Mu-bai in Crouching Tiger, Hidden Dragon and Sao Feng in Pirates of the Caribbean: At World's End. He mainly plays in drama films and has won three Hong Kong Film Awards for Best Actor and two Golden Horse Awards for Best Actor in Taiwan. Chow started his career in movies in 1976 with Goldig Films, the third largest film company at the time.",1955-05-18,/ulog0Jfgd2T84UHxgxoh6KBdEp9.jpg,2025-11-16 01:19:13
2440,Bill Nighy,"William Francis Nighy (born 12 December 1949) is an English actor. Known for his work on screen and stage, he has received numerous awards, including two BAFTA Awards, a Golden Globe Award and nominations for an Academy Award and a Tony Award.

Nighy started his career with the Everyman Theatre, Liverpool and made his London debut with the Royal National Theatre starting with The Illuminatus! in 1977. There he gained acclaim for his roles in David Hare's Pravda in 1985, Harold Pinter's Betrayal in 1991, Tom Stoppard's Arcadia in 1993, and Anton Chekov's The Seagull in 1994. He received a Laurence Olivier Award for Best Actor nomination for his performance in Blue/Orange in 2001. He made his Broadway debut in Hare's The Vertical Hour in 2006, and returned in the 2015 revival of Hare's Skylight earning a Tony Award for Best Actor in a Play nomination.

Early film roles include in the comedies Still Crazy (1998), and Blow Dry (1999) before his breakout role in Love Actually (2003) which earned him a BAFTA Award for Best Supporting Actor. He soon gained recognition portraying Davy Jones in the Pirates of the Caribbean film series (2006-2007), and Viktor in the Underworld film series (2003-2009). Other films include Shaun of the Dead (2004), The Hitchhiker's Guide to the Galaxy (2005), The Constant Gardener (2005), Notes on a Scandal (2006), Hot Fuzz (2007), Valkyrie (2008), Harry Potter and the Deathly Hallows – Part 1 (2010), The Best Exotic Marigold Hotel (2012), About Time (2013), Emma (2020), and Living (2022), the last of these earning him his first career Academy Award nomination.

Nighy has gained acclaim for his roles in television earning a British Academy Television Award for Best Actor for his performance in BBC One series State of Play (2003), and a Golden Globe Award for Best Actor for the BBC film Gideon's Daughter (2007). He's also known for his roles in HBO's The Girl in the Café (2006) and PBS's Page Eight (2012).",1949-12-12,/acbigDOU1L1vMWAL3Wf0r8h8qLA.jpg,2025-11-16 01:19:13
118,Geoffrey Rush,"Geoffrey Roy Rush AC (born 6 July 1951) is an Australian actor. He is known for his eccentric leading man roles on stage and screen. He is among 24 people who have won the Triple Crown of Acting, having received an Academy Award, a Primetime Emmy Award and a Tony Award. He also received three British Academy Film Awards, two Golden Globe Awards, and four Screen Actors Guild Awards. Rush is the founding president of the Australian Academy of Cinema and Television Arts and was named the 2012 Australian of the Year.

Description above from the Wikipedia article Geoffrey Rush, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1951-07-06,/npXFjaFQzBNroCEPllGPTZ5IisA.jpg,2025-11-16 01:19:13
1709,Jack Davenport,"Jack Davenport is a British film and television actor, best known for his roles in television series' such as ""This Life"" and ""Coupling"", as well as the ""Pirates of the Caribbean"" franchise of feature films.",1973-03-01,/shGH0YWJBfiJznidS0f2ZfN056c.jpg,2025-11-16 01:19:13
2449,Kevin McNally,"Kevin McNally (born 27 April 1956) is an English actor. He is best known for his role in the Pirates of the Caribbean franchise (2003–2017).  He grew up in Birmingham where he attended Redhill and Mapledene Junior schools and Central Grammar School for Boys. At the age of 16, he got his first job at Birmingham Repertory Theatre. A year later he received a scholarship to the Royal Academy of Dramatic Art. In 1975 he won the Best Actor Bancroft Gold Medal for his stage performance. McNally's most notable stage performances in London's West End include his appearance as Alan Bennett opposite Maggie Smith in 'The Lady in the Van' and opposite Juliette Binoche in 'Naked'. He also starred as Richard in Terry Johnson's 'Dead Funny' at the Savoy Theatre.

Since 1976 McNally has been involved in numerous TV productions beginning with his portrayal of the Roman ruler Castor, son of Tiberius, in the acclaimed BBC history series I, Claudius (1976) and his portrayal of Drake Carne in the popular series Poldark (1975). His career on television ascended after his work in Masada (1981) and in the cult TV series Doctor Who: The Twin Dilemma (1984). During the 1980s and 1990s McNally established himself as a reputable and versatile actor on both the British and American TV. He played a broad variety of leading and supporting characters ranging from the Soviet politician Kirov in Stalin (1992) to homicide detective Jack Taylor in Chiller (1995), and from an insecure son, Alan Hook, in TV series Dad (1997) to a convicted murderer James Hopkin in Bloodlines (2005). His portrayal of Frank Worsley in Shackleton (2002) as well as the role of Harry Woolf in Life on Mars (2006)  are among his best known works for television.  Between 2011 - 2012 he appeared in three episodes of Downton Abbey as Horrace Bryant.

In 1977 McNally made his big screen debut as HMS Ranger Crewman in the James Bond adventure The Spy Who Loved Me (1977). After having played bit parts in more than twenty feature films, McNally shot to international fame as pirate Joshamee Gibbs, his best known film role, in Pirates of the Caribbean: The Curse of the Black Pearl (2003) and the sequel Pirates of the Caribbean: Dead Man's Chest (2006). He returned in the role Joshamee Gibbs in the third installment of the 'Pirates' franchise Pirates of the Caribbean: At World's End (2007).

Kevin McNally has been enjoying a happy family life with Scottish actress Phyllis Logan and his two children. He resides with his family in Chiswick, London, England.",1956-04-27,/1QvG7MbfeWxb4LlZrlR4OtwvB8v.jpg,2025-11-16 01:19:13
2441,Tom Hollander,"Thomas Anthony Hollander (born 25 August 1967) is an English actor. He began his career in theatre, winning the Ian Charleson Award in 1992 for his performance as Witwoud in The Way of the World at the Lyric Hammersmith Theatre. He is known for his role in About Time, and in films such as Pirates of the Caribbean, In the Loop and Bohemian Rhapsody and drama films such as Enigma, Pride & Prejudice, Gosford Park, and Hanna, additionally portraying George V in The Lost Prince and The King's Man. He co-wrote and played the lead role in the sitcom Rev., which won the British Academy Television Award for best sitcom in 2011. He also played the lead in the ITV's Doctor Thorne and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series The Night Manager.

Description above from the Wikipedia article Tom Hollander, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1967-08-25,/cqZiJsImFZ6TaeShRRg49AZ9TyT.jpg,2025-11-16 01:19:13
2038,Naomie Harris,"Naomie Melanie Harris (born 6 September 1976) is an English screen actress of Jamaican and Trinidadian heritage. She is known for her roles as Justin Falls on The Man Who Fell to Earth, Frances Louise Barrison / Shriek in Venom: Let There Be Carnage, Eve Moneypenny in the James Bond (Daniel Craig) franchise, Tia Dalma in the second and third Pirates of the Caribbean films, Nisha in Mowgli: Legend of the Jungle, Dr. Kate Caldwell in Rampage, Madeleine in Collateral Beauty, Paula in Moonlight - for which she received a nomination for the Academy Award for Best Supporting Actress, Winnie Madikizela in Mandela: Long Walk to Freedom, Alison Wade on the drama series Accused (2010), Det. Trudy Joplin in Miami Vice (2006), Sophie in After the Sunset, Selena in 28 Days, Ami on the series The Tomorrow People (1992), and Shuku on the series Runaway Bay (1992).",1976-09-06,/41TVAcYqKKF7PGf3x7QfaLvkLSW.jpg,2025-11-16 01:19:13
378,Jonathan Pryce,"Jonathan Pryce, CBE (born June 1, 1947) is a Welsh stage and film actor and singer. He earned an Academy Award nomination for his performance in the 2019 film ""The Two Popes.""

After studying at the Royal Academy of Dramatic Art and meeting his long time partner, English actress Kate Fahy, in 1974, he began his career as a stage actor in the 1970s. His work in theatre, including an award-winning performance in the title role of the Royal Court Theatre's ""Hamlet"", led to several supporting roles in film and television. He made his breakthrough screen performance in Terry Gilliam's 1985 cult film ""Brazil"". Critically lauded for his versatility, Pryce has participated in big-budget films such as ""Evita"", ""Tomorrow Never Dies"", ""Pirates of the Caribbean"" and ""The New World"", as well as independent projects such as ""Glengarry Glen Ross"" and ""Carrington"". His career in theatre has also been prolific, and he has won two Tony Awards—the first in 1977 for his Broadway debut in ""Comedians"", the second for his 1991 role as ""The Engineer"" in the musical ""Miss Saigon"".",1947-06-01,/zwSv5uXzPTtmitFe39UdqnVwmdL.jpg,2025-11-16 01:19:13
1430,Keith Richards,"Keith Richards (born 18 December 1943) is an English musician, songwriter, singer and record producer who is an original member, guitarist, secondary vocalist, and co-principal songwriter of the Rolling Stones. His songwriting partnership with the band's lead vocalist Mick Jagger is one of the most successful in history. His career spans over six decades, and his guitar playing style has been a trademark of the Rolling Stones throughout the band's career. Richards gained press notoriety for his romantic involvements and illicit drug use, and he was often portrayed as a countercultural figure. First professionally known as Keith Richard, in 1978 he fully asserted his family name.

Richards was born in and grew up in Dartford, Kent. He studied at the Dartford Technical School and Sidcup Art College. After graduating, Richards befriended Jagger, Bill Wyman, Charlie Watts, Ian Stewart and Brian Jones and joined the Rolling Stones. As a member of the group, Richards also sings lead on some of their songs, typically at least one song per concert, including ""Happy"", ""Before They Make Me Run"", and ""Connection"". Outside of his career with the Rolling Stones, Richards has also played with his own side-project, The X-Pensive Winos. He also appeared in two Pirates of the Caribbean films as Captain Teague, father of Jack Sparrow, whose look and characterisation were inspired by Richards himself.

In 1989, Richards was inducted into the Rock and Roll Hall of Fame and in 2004 into the UK Music Hall of Fame with the Rolling Stones. Rolling Stone magazine ranked him fourth on its list of 100 best guitarists in 2011. In 2023, Rolling Stone's ranking was 15th. The magazine listed fourteen songs that Richards wrote with Jagger on its ""500 Greatest Songs of All Time"" list.

Description above from the Wikipedia article Keith Richards, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1943-12-18,/t1oa5UsJMmrhNqCIks4jQnAYSQT.jpg,2025-11-16 01:19:13
1710,Lee Arenberg,"Lee Arenberg (born July 18, 1962) is an American actor. He is best known for his role as Pintel in the Pirates of the Caribbean franchise. He also had a recurring role as the dwarf Grumpy in the television series Once Upon a Time.",1962-07-18,/sjv8tdXzLwC8lZi6Ou6i6z5RbrW.jpg,2025-11-16 01:19:13
