movie_id,person_id,role,character_name
767,5658,Actor,Albus Dumbledore
767,388,Actor,Horace Slughorn
767,1283,Actor,Bellatrix Lestrange
767,1923,Actor,Rubeus Hagrid
767,10978,Actor,Minerva McGonagall
767,4566,Actor,Severus Snape
767,9191,Actor,Peter Pettigrew
767,11207,Actor,Remus Lupin
767,477,Actor,Molly Weasley
767,96841,Actor,Neville Longbottom
767,140367,Actor,Luna Lovegood
767,11343,Director,N/A
209112,880,Actor,Bruce Wayne / Batman
209112,73968,Actor,Clark Kent / Superman
209112,90633,Actor,Diana Prince / Wonder Woman
209112,9273,Actor,Lois Lane
209112,44735,Actor,Lex Luthor
209112,2882,Actor,Martha Kent
209112,16940,Actor,Alfred Pennyworth
209112,2975,Actor,Perry White
209112,18686,Actor,Senator Finch
209112,59233,Actor,Wallace Keefe
209112,208296,Actor,Anatoli Knyazev
209112,1156024,Actor,Mercy Graves
209112,20089,Actor,Jenet Klyburn
209112,1511243,Actor,Young Bruce Wayne
209112,62220,Actor,Martha Wayne
209112,15217,Director,N/A
1452,17271,Actor,Superman / Clark Kent
1452,1979,Actor,Lex Luthor
1452,7517,Actor,Lois Lane
1452,11006,Actor,Richard White
1452,7489,Actor,Kitty Kowalski
1452,8924,Actor,Perry White
1452,53492,Actor,Jimmy Olsen
1452,2639,Actor,Martha Kent
1452,3084,Actor,Jor-El
1452,53493,Actor,Stanford
1452,53494,Actor,Jason White
1452,41318,Actor,Brutus
1452,1224391,Actor,Riley
1452,1272955,Actor,Grant
1452,193763,Actor,Bo the Bartender
1452,9032,Director,N/A
10764,8784,Actor,James Bond
10764,18182,Actor,Camille Montes
10764,8789,Actor,Dominic Greene
10764,5309,Actor,M
10764,3753,Actor,René Mathis
10764,59620,Actor,Strawberry Fields
10764,2954,Actor,Felix Leiter
10764,35029,Actor,Gregg Beam
10764,2244,Actor,Mr. White
10764,62892,Actor,Elvis
10764,139549,Actor,Tanner
10764,11276,Actor,Foreign Secretary
10764,76857,Actor,General Medrano
10764,574355,Actor,Henry Mitchell
10764,52888,Actor,Guy Haines
10764,12995,Director,N/A
58,85,Actor,Captain Jack Sparrow
58,114,Actor,Will Turner
58,116,Actor,Elizabeth Swann
58,1640,Actor,"William ""Bootstrap Bill"" Turner"
58,2440,Actor,Captain Davy Jones
58,1709,Actor,James Norrington
58,2449,Actor,Joshamee Gibbs
58,378,Actor,Governor Weatherby Swann
58,1710,Actor,Pintel
58,1711,Actor,Ragetti
58,2441,Actor,Lord Cutler Beckett
58,2038,Actor,Tia Dalma
58,1715,Actor,Cotton
58,4030,Actor,Marty
58,939,Actor,Ian Mercer
58,1704,Director,N/A
57201,85,Actor,Tonto
57201,53807,Actor,John Reid / The Lone Ranger
57201,886,Actor,Butch Cavendish
57201,1283,Actor,Red Harrington
57201,18473,Actor,Dan Reid
57201,207,Actor,Latham Cole
57201,47720,Actor,Rebecca Reid
57201,12834,Actor,Captain Jay Fuller
57201,22063,Actor,Barret
57201,583040,Actor,Will
57201,71467,Actor,Skinny
57201,15374,Actor,Collins
57201,45051,Actor,Frank
57201,62752,Actor,Ray
57201,6951,Actor,Stache
57201,1704,Director,N/A
49521,73968,Actor,Clark Kent / Kal-El
49521,9273,Actor,Lois Lane
49521,335,Actor,General Zod
49521,1269,Actor,Jonathan Kent
49521,2882,Actor,Martha Kent
49521,934,Actor,Jor-El
49521,2975,Actor,Perry White
49521,43202,Actor,Faora-Ul
49521,22227,Actor,Colonel Hardy
49521,213049,Actor,Lana Lang
49521,77223,Actor,Emerson
49521,8786,Actor,Lara Lor-Van
49521,31028,Actor,Dr. Emil Hamilton
49521,236302,Actor,Clark Kent at 13
49521,50217,Actor,Steve Lombard
49521,15217,Director,N/A
2454,25130,Actor,Prince Caspian
2454,5528,Actor,Peter Pevensie
2454,5529,Actor,Susan Pevensie
2454,5527,Actor,Edmund Pevensie
2454,5526,Actor,Lucy Pevensie
2454,2166,Actor,King Miraz
2454,25132,Actor,Queen Prunaprismia
2454,22970,Actor,Trumpkin
2454,11184,Actor,Nikabrik
2454,25133,Actor,Doktor Cornelius
2454,17839,Actor,Lord Glozell
2454,7370,Actor,Lord Sopespian
2454,24496,Actor,Lord Scythley
2454,12044,Actor,Lord Donnon
2454,25134,Actor,Asterius
2454,5524,Director,N/A
24428,3223,Actor,Tony Stark / Iron Man
24428,16828,Actor,Steve Rogers / Captain America
24428,103,Actor,Bruce Banner / The Hulk
24428,74568,Actor,Thor Odinson
24428,1245,Actor,Natasha Romanoff / Black Widow
24428,17604,Actor,Clint Barton / Hawkeye
24428,91606,Actor,Loki
24428,9048,Actor,Agent Phil Coulson
24428,71189,Actor,Agent Maria Hill
24428,1640,Actor,Erik Selvig
24428,2231,Actor,Director Nick Fury
24428,12052,Actor,"Virginia ""Pepper"" Potts"
24428,6162,Actor,J.A.R.V.I.S. (voice)
24428,14464,Actor,World Security Council
24428,101522,Actor,Shield Pilot
24428,12891,Director,N/A
1865,85,Actor,Captain Jack Sparrow
1865,955,Actor,Angelica Teach
1865,6972,Actor,"Captain Edward ""Blackbeard"" Teach"
1865,2449,Actor,Joshamee Gibbs
1865,118,Actor,Captain Hector Barbossa
1865,237455,Actor,Philip Swift
1865,469759,Actor,Syrena
1865,1115,Actor,Scrum
1865,4031,Actor,Lieutenant Theodore Groves
1865,1712,Actor,Lieutenant Gillette
1865,59129,Actor,The Spaniard
1865,10983,Actor,King George II
1865,1430,Actor,Captain Teague Sparrow
1865,55901,Actor,Tamara
1865,5309,Actor,High Society Lady
1865,17633,Director,N/A
41154,2888,Actor,Agent J
41154,2176,Actor,Agent K
41154,16851,Actor,Young Agent K
41154,72873,Actor,Griffin
41154,7056,Actor,Agent O
41154,55936,Actor,Boris The Animal
41154,151246,Actor,Boris's Girlfriend
41154,59860,Actor,Young Agent O
41154,19278,Actor,Andy Warhol
41154,87070,Actor,Jeffrey Price
41154,33533,Actor,Agent X
41154,91387,Actor,Mr. Wu
41154,1068400,Actor,Colonel's Son
41154,450,Actor,Colonel
41154,1506488,Actor,Downtown Hipster
41154,5174,Director,N/A
122917,7060,Actor,Bilbo Baggins
122917,1327,Actor,Gandalf
122917,30315,Actor,Thorin Oakenshield
122917,25136,Actor,Balin
122917,95047,Actor,Dwalin
122917,67123,Actor,Bifur
122917,34715,Actor,Bofur
122917,1193834,Actor,Bombur
122917,152566,Actor,Fili
122917,207558,Actor,Kili
122917,534336,Actor,Oin
122917,1193832,Actor,Gloin
122917,173451,Actor,Nori
122917,81877,Actor,Dori
122917,1193833,Actor,Ori
122917,108,Director,N/A
1930,37625,Actor,Peter Parker / Spider-Man
1930,54693,Actor,Gwen Stacy
1930,7026,Actor,Dr. Curt Connors / The Lizard
1930,5724,Actor,Captain Stacy
1930,55152,Actor,Richard Parker
1930,76793,Actor,Rajit Ratha
1930,8349,Actor,Uncle Ben
1930,35,Actor,Aunt May
1930,558928,Actor,Peter Parker (Age 4)
1930,231547,Actor,Flash Thompson
1930,6368,Actor,Mary Parker
1930,1111328,Actor,Cash Register Thief
1930,59261,Actor,Missy Kallenback
1930,205976,Actor,Sally Avril
1930,2878,Actor,Jack's Father
1930,87742,Director,N/A
20662,934,Actor,Robin Longstride
20662,112,Actor,Marion Loxley
20662,2201,Actor,Sir Walter Loxley
20662,227,Actor,William Marshal
20662,2983,Actor,Godfrey
20662,25072,Actor,Prince John
20662,6413,Actor,King Richard the Lionheart
20662,20300,Actor,Eleanor of Aquitaine
20662,13633,Actor,Friar Tuck
20662,15576,Actor,Sheriff of Nottingham
20662,79072,Actor,Little John
20662,35091,Actor,Will Scarlet
20662,147472,Actor,Allan A'Dayle
20662,80149,Actor,Sir Robert Loxley
20662,121529,Actor,Isabella of Angoulême
20662,578,Director,N/A
57158,7060,Actor,Bilbo Baggins
57158,1327,Actor,Gandalf
57158,30315,Actor,Thorin Oakenshield
57158,25136,Actor,Balin
57158,95047,Actor,Dwalin
57158,67123,Actor,Bifur
57158,34715,Actor,Bofur
57158,1193834,Actor,Bombur
57158,152566,Actor,Fili
57158,207558,Actor,Kili
57158,71580,Actor,Smaug / The Necromancer
57158,72095,Actor,Thranduil
57158,114019,Actor,Bard the Bowman
57158,19034,Actor,Tauriel
57158,114,Actor,Legolas
57158,108,Director,N/A
2268,45589,Actor,Lyra Belacqua
2268,2227,Actor,Marisa Coulter
2268,8784,Actor,Lord Asriel
2268,16431,Actor,Lee Scoresby
2268,10912,Actor,Serafina Pekkala
2268,1281,Actor,Pantalaimon (voice)
2268,1327,Actor,Iorek Byrnison (voice)
2268,45585,Actor,Roger Parslow
2268,6972,Actor,Ragnar Sturlusson (voice)
2268,5470,Actor,Stelmania (voice)
2268,8534,Actor,Hester (voice)
2268,20070,Actor,John Faa
2268,14011,Actor,Farder Coram
2268,113,Actor,First High Councilor
2268,16358,Actor,Fra Pavel
2268,3288,Director,N/A
254,3489,Actor,Ann Darrow
254,70851,Actor,Carl Denham
254,3490,Actor,Jack Driscoll
254,3491,Actor,Captain Englehorn
254,3492,Actor,Preston
254,1333,Actor,Kong / Lumpy
254,3493,Actor,Hayes
254,478,Actor,Jimmy
254,3494,Actor,Choy
254,3495,Actor,Herb
254,3496,Actor,Mike
254,3497,Actor,Bruce Baxter
254,1166385,Actor,Manny
254,3541,Actor,Weston
254,81877,Actor,Harry
254,108,Director,N/A
597,204,Actor,Rose DeWitt Bukater
597,6193,Actor,Jack Dawson
597,3713,Actor,Ruth Dewitt Bukater
597,1954,Actor,Caledon 'Cal' Hockley
597,8534,Actor,Molly Brown
597,8535,Actor,Old Rose
597,2053,Actor,Brock Lovett
597,1369,Actor,Captain Edward James Smith
597,2076,Actor,Spicer Lovejoy
597,8536,Actor,Thomas Andrews
597,8537,Actor,Bruce Ismay
597,2179,Actor,Lizzy Calvert
597,8538,Actor,Lewis Bodine
597,8539,Actor,Bobby Buell
597,8540,Actor,Fabrizio
597,2710,Director,N/A
271110,16828,Actor,Steve Rogers / Captain America
271110,3223,Actor,Tony Stark / Iron Man
271110,1245,Actor,Natasha Romanoff / Black Widow
271110,60898,Actor,Bucky Barnes / Winter Soldier
271110,53650,Actor,Sam Wilson / Falcon
271110,1896,Actor,Lieutenant James Rhodes / War Machine
271110,17604,Actor,Clint Barton / Hawkeye
271110,172069,Actor,T'Challa / Black Panther
271110,6162,Actor,Vision
271110,550843,Actor,Wanda Maximoff / Scarlet Witch
271110,22226,Actor,Scott Lang / Ant-Man
271110,84247,Actor,Sharon Carter
271110,1136406,Actor,Peter Parker / Spider-Man
271110,81685,Actor,Brock Rumlow / Crossbones
271110,227,Actor,Secretary of State Thaddeus Ross
271110,19271,Director,N/A
271110,19272,Director,N/A
44833,60900,Actor,Lieutenant Alex Hopper
44833,28846,Actor,Commander Stone Hopper
44833,131519,Actor,Petty Officer Cora 'Weps' Raikes
44833,131520,Actor,Sam
44833,13275,Actor,Captain Yugi Nagata
44833,3896,Actor,Admiral Shane
44833,1052162,Actor,Lieutenant Colonel Mick Canales
44833,184581,Actor,Cal Zapata
44833,88124,Actor,"Boatswain Mate Seaman Jimmy ""Ordy"" Ord"
44833,205406,Actor,"Chief Petty Officer Walter ""The Beast"" Lynch"
44833,98953,Actor,Sampson JOOD Strodell
44833,60875,Actor,NASA Director
44833,36602,Actor,JPJ 2nd Gunner
44833,23429,Actor,Dr. Nogrady
44833,987677,Actor,Captain Browley
44833,36602,Director,N/A
135397,73457,Actor,Owen Grady
135397,18997,Actor,Claire Dearing
135397,76793,Actor,Simon Masrani
135397,7132,Actor,Vic Hoskins
135397,1108907,Actor,Zach Mitchell
135397,17181,Actor,Gray Mitchell
135397,543505,Actor,Lowery Cruthers
135397,78423,Actor,Barry
135397,14592,Actor,Henry Wu
135397,20750,Actor,Karen Mitchell
135397,591834,Actor,Vivian
135397,116278,Actor,Hamada
135397,150587,Actor,Zara Young
135397,170635,Actor,Scott Mitchell
135397,59297,Actor,Paddock Supervisor
135397,930707,Director,N/A
37724,8784,Actor,James Bond
37724,5309,Actor,M
37724,3810,Actor,Silva
37724,5469,Actor,Gareth Mallory / M
37724,2038,Actor,Eve
37724,1030261,Actor,Sévérine
37724,3926,Actor,Kincade
37724,17064,Actor,Q
37724,139549,Actor,Bill Tanner
37724,11045,Actor,Patrice
37724,15737,Actor,Clair Dowar
37724,118617,Actor,Doctor Hall
37724,206273,Actor,Ronson
37724,100242,Actor,Vanessa
37724,122556,Actor,MI6 Technician
37724,39,Director,N/A
558,2219,Actor,Peter Parker / Spider-Man
558,205,Actor,Mary Jane Watson
558,17051,Actor,Harry Osborn
558,658,Actor,Dr. Otto Octavius / Doctor Octopus
558,18998,Actor,May Parker
558,2517,Actor,Rosalie Octavius
558,18999,Actor,J. Jonah Jameson
558,19154,Actor,John Jameson
558,19152,Actor,Dr. Curt Connors
558,5293,Actor,Norman Osborn / Green Goblin
558,20645,Actor,Ursula
558,11357,Actor,Snooty Usher
558,7624,Actor,Man Dodging Debris
558,11641,Actor,Man on Balcony
558,74949,Actor,Mr. Jacks
558,7623,Director,N/A
68721,3223,Actor,Tony Stark / Iron Man
68721,12052,Actor,"Virginia ""Pepper"" Potts"
68721,1896,Actor,"Colonel James "" Rhodey"" Rhodes"
68721,529,Actor,Aldrich Killian / The Mandarin
68721,15556,Actor,Maya Hansen
68721,15277,Actor,Happy Hogan
68721,2282,Actor,Trevor Slattery
68721,18473,Actor,Savin
68721,121953,Actor,Brandt
68721,6162,Actor,Jarvis (voice)
68721,6573,Actor,President Ellis
68721,46814,Actor,Mrs. Davis
68721,17181,Actor,Harley Keener
68721,15860,Actor,Vice President Rodriguez
68721,77303,Actor,Doctor Wu (as Wang Xueqi)
68721,1108,Director,N/A
12155,76070,Actor,Alice Kingsleigh
12155,85,Actor,The Mad Hatter
12155,1813,Actor,The White Queen
12155,1283,Actor,The Red Queen
12155,1064,Actor,The Knave of Hearts
12155,20982,Actor,Charles Kingsleigh
12155,30083,Actor,Helen Kingsleigh
12155,26209,Actor,Tweedledee / Tweedledum
12155,11855,Actor,Lady Ascot
12155,11276,Actor,Lord Ascot
12155,29237,Actor,Hamish Ascot
12155,47468,Actor,Aunt Imogene
12155,3968,Actor,The White Rabbit (voice)
12155,4566,Actor,The Caterpillar (voice)
12155,113,Actor,The Jabberwocky (voice)
12155,510,Director,N/A
36668,6968,Actor,Logan / Wolverine
36668,4587,Actor,Ororo Munroe / Storm
36668,1327,Actor,Eric Lehnsherr / Magneto
36668,2387,Actor,Charles Xavier / Professor X
36668,10696,Actor,Jean Grey / Phoenix
36668,10690,Actor,Marie D'Ancanto / Rogue
36668,7090,Actor,Dr. Henry 'Hank' McCoy / Beast
36668,11023,Actor,Bobby Drake / Iceman
36668,11022,Actor,John Allerdyce / Pyro
36668,27578,Actor,"Katherine ""Kitty"" Pryde / Shadowcat"
36668,11008,Actor,Raven Darkholme / Mystique
36668,11006,Actor,Scott Summers / Cyclops
36668,980,Actor,Cain Marko / Juggernaut
36668,11107,Actor,Warren Worthington III / Angel
36668,84222,Actor,Piotr Rasputin / Colossus
36668,11091,Director,N/A
62211,7904,Actor,"Michael ""Mike"" Wazowski (voice)"
62211,1230,Actor,"James P. ""Sulley"" Sullivan (voice)"
62211,884,Actor,Randall Boggs (voice)
62211,15735,Actor,Dean Hardscrabble (voice)
62211,1271300,Actor,Young Mike (voice)
62211,21198,Actor,Scott “Squishy” Squibbles (voice)
62211,155649,Actor,Don Carlton (voice)
62211,52601,Actor,Terri Perry (voice)
62211,21290,Actor,Terry Perry (voice)
62211,95101,Actor,Art (voice)
62211,658,Actor,Professor Knight (voice)
62211,51383,Actor,Brock Pearson (voice)
62211,51797,Actor,Johnny Worthington (voice)
62211,119592,Actor,Claire Wheeler (voice)
62211,452205,Actor,Chet Alexander (voice)
62211,225976,Director,N/A
8373,10959,Actor,Sam Witwicky
8373,19537,Actor,Mikaela Banes
8373,19536,Actor,Captain Lennox
8373,11678,Actor,College Professor
8373,8169,Actor,USAF Tech Sergeant Epps
8373,1241,Actor,Agent Simmons
8373,14721,Actor,Ron Witwicky
8373,24305,Actor,Judy Witwicky
8373,72985,Actor,Leo Spitz
8373,103554,Actor,Alice
8373,12797,Actor,General Morshower
8373,1331,Actor,Megatron (voice)
8373,141956,Actor,"Commander, US Central Command"
8373,19540,Actor,Optimus Prime (voice)
8373,1749473,Actor,Diego Garcia Soldier
8373,865,Director,N/A
91314,13240,Actor,Cade Yeager
91314,2283,Actor,Joshua
91314,7090,Actor,Harold Attinger
91314,61186,Actor,Tessa Yeager
91314,1007683,Actor,Shane
91314,39389,Actor,Savoy
91314,3971,Actor,Darcy
91314,109432,Actor,Su Yueming
91314,51990,Actor,Lucas Flannery
91314,204100,Actor,Gill Wembley
91314,539,Actor,Chief of Staff
91314,1677237,Actor,Joshua's assistant
91314,1717278,Actor,Joshua's Assistant
91314,1087070,Actor,Joshua's Assistant
91314,937809,Actor,Convertible Passenger
91314,865,Director,N/A
68728,17051,Actor,Oz
68728,18973,Actor,Theodora
68728,3293,Actor,Evanora
68728,1812,Actor,Annie / Glinda
68728,5367,Actor,Frank / Finley
68728,8854,Actor,Master Tinker
68728,125025,Actor,Girl in Wheelchair / China Girl
68728,19754,Actor,Knuck
68728,224723,Actor,Winkie General
68728,123725,Actor,May
68728,11357,Actor,Winkie Gate Keeper
68728,11769,Actor,Skeptic in Audience
68728,150673,Actor,Strongman
68728,99932,Actor,Strong Man's Wife
68728,1157664,Actor,Firebreather
68728,7623,Director,N/A
102382,37625,Actor,Peter Parker / Spider-Man
102382,54693,Actor,Gwen Stacy
102382,134,Actor,Max Dillon / Electro
102382,122889,Actor,Harry Osborn / Green Goblin
102382,55152,Actor,Richard Parker
102382,6368,Actor,Mary Parker
102382,10132,Actor,Donald Menken
102382,13242,Actor,Aleksei Sytsevich / The Rhino (Uncredited)
102382,35,Actor,Aunt May
102382,558928,Actor,Young Peter Parker
102382,72855,Actor,Felicia Hardy
102382,20982,Actor,Dr. Ashley Kafka
102382,2955,Actor,Norman Osborn
102382,107770,Actor,Allistar Smythe
102382,5724,Actor,Captain Stacy
102382,87742,Director,N/A
20526,9828,Actor,Sam Flynn
20526,1229,Actor,Kevin Flynn / Clu
20526,59315,Actor,Quorra
20526,2547,Actor,Alan Bradley / Tron
20526,60033,Actor,Siren
20526,86268,Actor,Siren
20526,20403,Actor,Gem
20526,130108,Actor,Siren
20526,22063,Actor,Jarvis
20526,86269,Actor,Young Mrs. Flynn
20526,58371,Actor,Sobel
20526,3968,Actor,Castor / Zuse
20526,109205,Actor,Young Sam
20526,37980,Actor,Green Light Cycle Rider
20526,67931,Actor,Masked DJ's
20526,86270,Director,N/A
49013,887,Actor,Lightning McQueen (voice)
49013,15897,Actor,Mater (voice)
49013,3895,Actor,Finn McMissile (voice)
49013,1246,Actor,Holley Shiftwell (voice)
49013,1241,Actor,Francesco Bernoulli (voice)
49013,1926,Actor,Sir Miles Axlerod (voice)
49013,3491,Actor,Professor Z (voice)
49013,3266,Actor,Grem (voice)
49013,31514,Actor,Acer (voice)
49013,11357,Actor,"Rod ""Torque"" Redline (voice)"
49013,4252,Actor,Luigi (voice)
49013,942993,Actor,Darrell Cartrip (voice)
49013,15898,Actor,Guido (voice)
49013,188559,Actor,Brent Mustangburger (voice)
49013,11355,Actor,Siddeley / Leland Turbo (voice)
49013,7879,Director,N/A
49013,32532,Director,N/A
44912,10859,Actor,Hal Jordan / Green Lantern
44912,59175,Actor,Carol Ferris
44912,133,Actor,Hector Hammond
44912,504,Actor,Senator Hammond
44912,2983,Actor,Sinestro
44912,7242,Actor,Abin Sur
44912,109942,Actor,Carol Ferris at 11
44912,4602,Actor,Martin Jordan
44912,27107,Actor,Jack Jordan
44912,147719,Actor,Jim Jordan
44912,147720,Actor,Jason Jordan
44912,60887,Actor,Janice Jordan
44912,9780,Actor,Dr. Amanda Walker
44912,55934,Actor,Tom Kalmaku
44912,61981,Actor,Kilowog (voice)
44912,10702,Director,N/A
10193,31,Actor,Woody (voice)
10193,12898,Actor,Buzz Lightyear (voice)
10193,13726,Actor,Lotso (voice)
10193,3234,Actor,Jessie the Yodeling Cowgirl (voice)
10193,2232,Actor,Ken (voice)
10193,2395,Actor,Stretch the Octopus (voice)
10193,5149,Actor,Purple-haired doll (voice)
10193,12900,Actor,Rex (voice)
10193,7907,Actor,Hamm (voice)
10193,7167,Actor,Mr. Potato Head (voice)
10193,61964,Actor,Mrs. Potato Head (voice)
10193,1116442,Actor,Andy (voice)
10193,63978,Actor,Barbie (voice)
10193,1096415,Actor,Bonnie (voice)
10193,12133,Actor,Andy's Mom (voice)
10193,8,Director,N/A
534,3894,Actor,John Connor
534,65731,Actor,Marcus Wright
534,21028,Actor,Kyle Reese
534,56455,Actor,Blair Williams
534,18997,Actor,Kate Connor
534,1283,Actor,Serena
534,4238,Actor,Barnes
534,76542,Actor,Prototype T-800
534,11086,Actor,General Ashdown
534,13724,Actor,Virginia
534,76543,Actor,Morrison
534,76544,Actor,Richter
534,213753,Actor,Star
534,1039678,Actor,Soldier #1
534,1100,Actor,The Terminator
534,36425,Director,N/A
168259,12835,Actor,Dominic Toretto
168259,8167,Actor,Brian O'Conner
168259,18918,Actor,Hobbs
168259,17647,Actor,Letty
168259,8169,Actor,Roman
168259,8171,Actor,Tej (as Chris 'Ludacris' Bridges)
168259,22123,Actor,Mia
168259,938,Actor,Jakande
168259,57207,Actor,Kiet
168259,997887,Actor,Kara
168259,1251069,Actor,Ramsey
168259,6856,Actor,Mr. Nobody
168259,976,Actor,Deckard Shaw
168259,61697,Actor,Han
168259,90633,Actor,Gisele
168259,2127,Director,N/A
72190,287,Actor,Gerry Lane
72190,175826,Actor,Karen Lane
72190,1027850,Actor,Rachel Lane
72190,1186840,Actor,Constance Lane
72190,18473,Actor,Captain Speke
72190,78050,Actor,Andrew Fassbach
72190,7219,Actor,Navy Captain Mullenaro
72190,1180907,Actor,Segen
72190,119297,Actor,Jurgen Warmbrunn
72190,2607,Actor,Thierry Umutoni
72190,1180908,Actor,Tomas
72190,52,Actor,Ex-CIA Agent
72190,28657,Actor,Parajumper
72190,12982,Actor,W.H.O. Doctor
72190,677,Actor,W.H.O. Doctor
72190,12995,Director,N/A
127585,6968,Actor,Logan / Wolverine
127585,5530,Actor,Charles Xavier / Professor X (Young)
127585,17288,Actor,Erik Lehnsherr / Magneto (Young)
127585,72129,Actor,Raven Darkholme / Mystique
127585,4587,Actor,Ororo Munroe / Storm
127585,10690,Actor,Marie D'Ancanto / Rogue
127585,27578,Actor,"Katherine ""Kitty"" Pryde / Shadowcat"
127585,22970,Actor,Bolivar Trask
127585,1327,Actor,Erik Lehnsherr / Magneto (Old)
127585,2387,Actor,Charles Xavier / Professor X (Old)
127585,3292,Actor,Hank McCoy / Beast
127585,7090,Actor,Hank McCoy / Beast (older)
127585,11023,Actor,Bobby Drake / Iceman
