user_id,comment_id,vote_type
29,20,dislike
53,20,dislike
27,21,like
61,21,like
95,21,like
39,21,like
44,21,like
70,21,like
30,21,like
97,21,dislike
100,21,dislike
16,21,dislike
69,21,dislike
4,21,dislike
19,21,dislike
81,21,dislike
60,22,like
68,22,like
95,22,like
72,22,like
18,22,dislike
9,22,dislike
46,22,dislike
54,22,dislike
5,22,dislike
65,22,dislike
51,22,dislike
34,22,dislike
22,22,dislike
43,22,dislike
69,22,dislike
76,23,like
41,23,like
22,23,like
79,23,like
2,23,like
98,23,like
35,23,like
36,23,like
34,23,like
74,23,like
60,23,like
95,23,like
52,23,like
28,23,dislike
3,23,dislike
85,23,dislike
49,24,like
87,24,like
59,25,like
77,25,like
66,25,like
39,25,like
14,25,like
4,25,like
17,25,like
2,25,like
44,25,like
50,25,dislike
37,25,dislike
60,25,dislike
73,25,dislike
10,25,dislike
27,25,dislike
38,25,dislike
11,25,dislike
22,25,dislike
75,25,dislike
92,26,like
40,26,like
42,26,like
84,26,like
86,26,like
66,26,like
39,26,like
30,26,like
12,26,dislike
33,26,dislike
95,26,dislike
5,26,dislike
45,26,dislike
47,26,dislike
9,26,dislike
75,26,dislike
15,26,dislike
98,27,like
17,27,like
71,27,like
63,27,like
77,27,like
14,27,like
6,27,like
9,27,like
91,27,like
75,27,dislike
23,27,dislike
16,27,dislike
48,27,dislike
65,27,dislike
19,27,dislike
21,27,dislike
97,27,dislike
24,27,dislike
26,27,dislike
42,28,like
41,28,like
98,28,dislike
47,28,dislike
48,28,dislike
33,28,dislike
85,28,dislike
71,28,dislike
69,28,dislike
16,28,dislike
36,28,dislike
63,28,dislike
55,28,dislike
32,28,dislike
99,28,dislike
72,28,dislike
91,28,dislike
57,29,like
91,29,like
63,29,like
29,29,like
55,29,like
33,29,like
84,29,like
39,29,like
82,29,like
31,29,like
19,29,like
12,29,like
21,29,like
25,29,dislike
98,29,dislike
86,29,dislike
16,29,dislike
17,29,dislike
3,29,dislike
79,30,like
24,30,like
44,30,like
75,30,like
59,30,like
78,30,dislike
93,30,dislike
60,30,dislike
12,30,dislike
4,30,dislike
36,30,dislike
62,30,dislike
3,30,dislike
1,30,dislike
32,30,dislike
26,30,dislike
5,30,dislike
52,30,dislike
40,30,dislike
88,30,dislike
21,30,dislike
29,31,like
26,31,like
51,31,like
55,31,like
77,31,like
14,31,like
61,31,like
81,31,like
45,31,like
50,31,like
80,31,like
82,31,like
34,31,like
71,31,like
16,31,like
69,31,dislike
60,31,dislike
66,32,like
94,32,dislike
51,32,dislike
32,32,dislike
75,32,dislike
46,32,dislike
14,32,dislike
4,32,dislike
2,32,dislike
81,32,dislike
82,32,dislike
36,32,dislike
56,32,dislike
65,32,dislike
17,32,dislike
37,32,dislike
20,32,dislike
58,32,dislike
87,32,dislike
38,32,dislike
33,32,dislike
44,32,dislike
85,32,dislike
78,32,dislike
45,32,dislike
7,33,like
77,33,dislike
12,33,dislike
51,33,dislike
90,33,dislike
67,33,dislike
63,33,dislike
99,34,like
12,34,dislike
75,34,dislike
92,34,dislike
48,34,dislike
90,34,dislike
19,34,dislike
89,34,dislike
25,34,dislike
23,34,dislike
28,34,dislike
1,34,dislike
69,34,dislike
36,34,dislike
22,34,dislike
24,34,dislike
29,34,dislike
71,34,dislike
38,34,dislike
18,34,dislike
93,34,dislike
14,34,dislike
62,34,dislike
9,34,dislike
7,34,dislike
58,34,dislike
20,34,dislike
91,34,dislike
26,35,like
38,35,like
50,35,like
77,35,like
71,35,like
6,35,like
53,35,like
59,35,like
18,35,like
54,35,like
97,35,like
100,35,dislike
65,35,dislike
4,35,dislike
67,35,dislike
61,35,dislike
86,35,dislike
35,37,like
74,37,like
58,37,like
42,37,like
50,37,dislike
95,37,dislike
67,37,dislike
78,38,dislike
25,38,dislike
37,38,dislike
71,38,dislike
47,39,like
74,39,like
78,39,dislike
71,39,dislike
95,39,dislike
12,39,dislike
36,39,dislike
54,39,dislike
55,39,dislike
3,39,dislike
30,39,dislike
62,39,dislike
69,39,dislike
97,39,dislike
38,39,dislike
90,39,dislike
24,39,dislike
60,39,dislike
34,39,dislike
53,39,dislike
91,39,dislike
31,39,dislike
41,39,dislike
61,39,dislike
50,39,dislike
61,40,dislike
56,40,dislike
84,41,like
88,41,like
39,41,like
74,41,dislike
79,41,dislike
12,41,dislike
47,41,dislike
21,41,dislike
34,41,dislike
28,41,dislike
25,41,dislike
45,41,dislike
87,41,dislike
11,41,dislike
63,41,dislike
76,41,dislike
73,42,like
25,42,dislike
9,42,dislike
28,42,dislike
18,42,dislike
16,42,dislike
11,42,dislike
62,42,dislike
84,42,dislike
54,42,dislike
26,42,dislike
93,42,dislike
76,42,dislike
41,42,dislike
91,42,dislike
77,42,dislike
21,42,dislike
75,42,dislike
74,42,dislike
56,42,dislike
37,42,dislike
13,43,dislike
20,43,dislike
38,43,dislike
16,43,dislike
93,44,like
91,44,like
35,44,like
63,44,like
51,44,like
36,44,like
94,44,like
98,44,like
59,44,like
39,44,like
6,44,like
13,44,like
95,44,like
11,44,like
38,44,like
21,44,like
14,44,like
54,44,like
68,44,like
77,44,like
46,44,like
9,44,like
62,44,dislike
50,44,dislike
8,44,dislike
45,44,dislike
52,44,dislike
61,44,dislike
20,44,dislike
71,45,dislike
50,45,dislike
9,45,dislike
40,45,dislike
80,45,dislike
31,45,dislike
29,46,like
99,46,like
25,46,like
55,46,like
53,46,like
31,46,like
47,46,like
61,46,like
46,46,like
59,46,like
8,46,like
39,46,like
35,46,like
16,47,dislike
23,47,dislike
14,47,dislike
52,47,dislike
61,47,dislike
3,47,dislike
21,47,dislike
66,47,dislike
73,47,dislike
39,47,dislike
47,47,dislike
22,47,dislike
55,47,dislike
11,47,dislike
95,47,dislike
15,47,dislike
57,47,dislike
27,47,dislike
98,47,dislike
19,47,dislike
43,47,dislike
4,47,dislike
59,47,dislike
37,47,dislike
34,47,dislike
31,47,dislike
60,47,dislike
68,47,dislike
97,47,dislike
33,47,dislike
12,48,like
93,48,like
34,48,like
50,48,like
83,48,like
80,48,like
7,48,like
16,48,like
46,48,like
64,48,dislike
33,48,dislike
36,48,dislike
53,48,dislike
48,48,dislike
71,48,dislike
14,48,dislike
37,48,dislike
54,48,dislike
47,48,dislike
29,48,dislike
10,48,dislike
78,48,dislike
73,48,dislike
46,49,like
20,49,like
98,49,like
2,49,like
88,49,like
18,49,like
27,49,like
19,49,like
1,49,like
58,49,like
53,49,like
92,49,like
32,49,like
78,49,dislike
65,49,dislike
36,49,dislike
3,49,dislike
55,49,dislike
43,49,dislike
42,50,like
84,50,like
43,50,like
2,50,like
90,50,like
3,50,like
20,50,like
73,50,like
40,50,like
59,50,like
13,50,like
96,50,like
48,50,like
16,50,like
58,50,like
15,50,dislike
18,50,dislike
37,50,dislike
98,50,dislike
76,50,dislike
60,51,dislike
80,51,dislike
39,51,dislike
17,51,dislike
71,51,dislike
73,51,dislike
94,51,dislike
24,51,dislike
85,51,dislike
30,51,dislike
84,51,dislike
9,51,dislike
92,51,dislike
26,51,dislike
38,51,dislike
99,52,like
16,52,like
39,52,like
55,52,like
90,52,like
85,52,like
42,52,like
2,52,like
36,52,like
44,52,like
19,52,like
84,52,like
91,52,like
76,52,like
12,52,like
56,52,like
6,52,like
47,52,like
22,52,like
34,52,like
25,52,like
54,52,like
74,52,like
71,52,like
41,52,like
86,52,like
37,52,dislike
56,53,like
77,53,like
58,53,like
66,53,like
39,53,like
48,53,like
41,53,like
98,53,like
15,53,like
16,53,like
6,53,like
82,53,like
37,53,like
93,53,like
21,53,like
22,53,dislike
69,53,dislike
23,53,dislike
54,53,dislike
24,53,dislike
89,53,dislike
42,53,dislike
7,53,dislike
40,53,dislike
100,54,like
52,54,like
61,54,like
59,54,like
57,54,dislike
80,54,dislike
50,54,dislike
87,55,like
63,55,like
14,55,like
90,55,dislike
55,55,dislike
70,55,dislike
22,55,dislike
1,55,dislike
15,55,dislike
81,55,dislike
2,55,dislike
66,55,dislike
19,55,dislike
64,55,dislike
34,55,dislike
9,55,dislike
32,55,dislike
49,55,dislike
43,55,dislike
36,55,dislike
61,55,dislike
65,55,dislike
71,55,dislike
98,55,dislike
8,55,dislike
65,56,like
28,56,like
60,56,like
63,56,like
72,56,like
4,56,like
18,56,like
48,56,like
32,56,like
69,56,like
49,56,like
62,56,like
57,56,dislike
54,56,dislike
41,56,dislike
64,56,dislike
91,57,like
38,57,like
44,57,like
97,57,like
59,57,dislike
86,57,dislike
75,57,dislike
23,57,dislike
53,57,dislike
76,57,dislike
13,57,dislike
78,57,dislike
31,57,dislike
6,57,dislike
26,57,dislike
9,57,dislike
12,57,dislike
92,57,dislike
1,57,dislike
95,57,dislike
83,58,like
69,58,like
75,58,like
76,58,like
90,58,like
58,59,like
21,59,like
5,59,dislike
69,59,dislike
26,59,dislike
11,59,dislike
84,59,dislike
25,59,dislike
59,59,dislike
40,59,dislike
32,59,dislike
14,59,dislike
30,59,dislike
97,59,dislike
83,60,like
99,60,like
43,60,like
75,60,like
81,60,like
1,60,like
95,60,like
14,60,like
88,60,like
86,60,like
22,60,like
98,60,like
79,60,like
4,60,like
85,60,like
74,60,like
23,60,like
93,60,like
80,60,dislike
57,60,dislike
47,60,dislike
87,60,dislike
53,60,dislike
69,60,dislike
45,60,dislike
41,60,dislike
57,61,like
68,61,like
80,61,like
92,61,like
94,61,like
48,61,like
5,61,like
73,61,like
52,61,like
10,61,like
51,61,like
100,61,like
1,61,like
66,61,like
6,61,like
88,61,like
49,61,like
71,61,like
60,61,dislike
54,61,dislike
3,61,dislike
36,61,dislike
76,61,dislike
2,61,dislike
91,61,dislike
42,61,dislike
42,62,like
45,62,like
89,62,like
10,62,like
43,62,like
22,62,like
33,62,like
62,62,like
83,62,like
54,62,like
59,62,like
94,62,like
30,62,like
96,62,like
70,62,like
40,62,like
85,62,like
11,62,like
24,62,like
38,62,like
63,62,like
47,62,like
35,62,like
44,62,like
18,62,like
72,62,like
20,63,like
12,63,like
98,63,like
4,63,like
26,63,like
51,63,like
36,63,like
93,63,like
28,63,like
38,63,like
77,63,like
47,64,like
29,64,like
36,65,like
75,65,like
55,65,like
20,65,like
66,65,like
54,65,like
85,65,like
3,65,like
13,65,like
22,66,like
93,66,like
79,66,like
81,66,like
40,66,like
4,66,dislike
41,66,dislike
84,66,dislike
42,66,dislike
19,66,dislike
5,66,dislike
68,66,dislike
59,66,dislike
34,66,dislike
82,66,dislike
72,66,dislike
51,66,dislike
50,66,dislike
77,66,dislike
9,66,dislike
21,66,dislike
80,66,dislike
39,66,dislike
57,66,dislike
20,66,dislike
78,66,dislike
87,66,dislike
97,66,dislike
53,66,dislike
56,67,like
92,68,like
56,68,like
75,68,like
49,68,like
7,68,like
10,68,like
91,68,like
62,68,like
51,68,like
86,68,like
94,68,like
65,68,like
90,68,like
45,68,like
32,68,like
61,68,like
1,68,like
17,68,like
6,68,like
84,68,like
29,68,like
41,68,like
98,68,like
13,68,like
92,69,like
24,69,like
73,69,like
74,69,like
53,69,like
5,69,like
21,69,dislike
26,69,dislike
38,69,dislike
98,69,dislike
35,69,dislike
45,69,dislike
93,69,dislike
86,69,dislike
78,69,dislike
61,69,dislike
47,69,dislike
81,69,dislike
8,69,dislike
9,69,dislike
88,69,dislike
46,69,dislike
1,69,dislike
29,69,dislike
97,69,dislike
89,70,like
1,70,dislike
18,70,dislike
58,70,dislike
61,70,dislike
49,70,dislike
17,70,dislike
65,70,dislike
31,70,dislike
96,70,dislike
21,70,dislike
55,70,dislike
70,71,like
78,71,like
65,71,like
14,71,like
41,71,like
96,71,like
80,71,dislike
93,71,dislike
72,71,dislike
51,71,dislike
44,71,dislike
97,71,dislike
50,71,dislike
9,71,dislike
36,71,dislike
57,71,dislike
79,71,dislike
27,71,dislike
28,71,dislike
88,71,dislike
76,71,dislike
31,71,dislike
98,71,dislike
87,71,dislike
96,72,like
1,72,like
84,72,like
43,72,dislike
93,72,dislike
89,72,dislike
38,72,dislike
62,72,dislike
37,72,dislike
53,73,like
25,73,dislike
72,73,dislike
23,73,dislike
51,73,dislike
78,73,dislike
99,73,dislike
46,73,dislike
79,73,dislike
28,73,dislike
90,73,dislike
61,73,dislike
84,73,dislike
58,73,dislike
75,73,dislike
26,73,dislike
81,73,dislike
2,73,dislike
67,74,like
39,74,like
30,74,like
56,74,like
22,74,like
34,74,like
55,74,like
36,74,like
51,74,like
38,74,like
18,74,like
45,74,like
60,74,like
59,74,like
52,74,like
14,74,like
12,74,like
13,74,like
11,74,like
23,74,like
74,74,like
63,74,like
4,74,like
98,74,like
76,74,like
50,74,like
8,75,like
61,75,like
55,75,dislike
17,76,like
65,76,dislike
63,76,dislike
47,76,dislike
81,76,dislike
9,76,dislike
57,77,like
93,77,dislike
70,77,dislike
46,77,dislike
29,77,dislike
92,77,dislike
58,77,dislike
6,77,dislike
97,77,dislike
30,77,dislike
86,77,dislike
60,77,dislike
40,77,dislike
24,77,dislike
1,77,dislike
43,77,dislike
16,77,dislike
88,77,dislike
5,77,dislike
35,78,like
5,78,like
80,78,like
51,78,like
10,78,like
32,78,like
58,78,like
15,78,like
25,78,like
91,78,like
12,78,like
38,78,like
9,78,like
62,78,dislike
60,78,dislike
95,78,dislike
77,78,dislike
96,78,dislike
42,78,dislike
67,78,dislike
6,78,dislike
18,78,dislike
87,78,dislike
85,78,dislike
84,78,dislike
45,78,dislike
73,78,dislike
52,79,dislike
43,79,dislike
89,79,dislike
87,79,dislike
50,79,dislike
85,80,like
100,80,like
21,80,like
78,80,like
39,80,like
67,80,like
98,80,like
94,80,like
75,80,like
3,80,like
82,80,like
63,80,like
22,80,like
72,80,like
77,80,like
25,80,like
1,80,like
83,80,like
32,80,like
34,80,dislike
7,80,dislike
96,81,like
20,81,like
31,81,like
7,81,like
77,81,like
87,81,like
83,81,like
60,81,like
79,81,like
39,81,like
72,81,like
76,81,like
65,81,like
13,81,like
90,81,like
94,81,like
2,81,like
47,81,dislike
17,81,dislike
37,81,dislike
34,81,dislike
75,81,dislike
58,81,dislike
51,81,dislike
1,81,dislike
80,81,dislike
88,81,dislike
81,81,dislike
68,82,like
52,82,like
25,82,like
56,82,dislike
22,83,like
8,83,dislike
29,83,dislike
33,83,dislike
98,83,dislike
95,83,dislike
9,83,dislike
63,83,dislike
57,83,dislike
36,83,dislike
80,83,dislike
57,84,like
77,84,like
33,84,like
47,84,like
7,84,like
81,84,like
97,84,like
34,84,like
52,84,like
19,84,like
48,84,like
30,84,like
71,84,like
85,84,like
4,85,like
99,85,like
8,85,like
76,85,like
17,85,like
60,85,like
74,85,like
7,85,like
53,85,like
71,85,like
44,85,like
31,85,like
34,85,dislike
37,85,dislike
74,86,like
70,86,like
42,86,like
96,86,like
95,86,like
4,86,like
67,86,like
83,86,like
38,86,like
48,86,like
23,86,like
69,86,like
39,86,like
60,86,dislike
40,86,dislike
21,86,dislike
63,86,dislike
20,86,dislike
93,86,dislike
58,86,dislike
97,86,dislike
3,86,dislike
85,86,dislike
26,86,dislike
52,86,dislike
94,86,dislike
75,86,dislike
93,87,like
65,87,like
40,87,dislike
7,88,like
26,88,like
33,88,like
69,88,like
46,88,like
2,88,like
84,88,like
91,88,like
14,88,like
41,88,like
23,88,like
64,88,like
3,88,like
18,88,like
62,88,like
52,88,like
92,88,like
90,88,dislike
72,88,dislike
75,88,dislike
1,88,dislike
6,88,dislike
30,88,dislike
55,88,dislike
59,88,dislike
62,89,dislike
64,90,like
23,90,like
91,90,dislike
45,90,dislike
52,92,dislike
37,93,like
58,93,like
37,94,like
89,94,like
74,94,like
72,94,like
42,94,like
12,94,dislike
39,94,dislike
93,94,dislike
7,94,dislike
33,94,dislike
30,94,dislike
57,94,dislike
77,94,dislike
3,94,dislike
92,94,dislike
54,94,dislike
20,94,dislike
59,95,like
4,95,like
72,95,like
88,95,like
65,95,like
13,95,like
76,95,like
41,95,like
94,95,like
58,95,like
19,95,like
61,95,like
14,95,like
27,95,like
43,95,like
79,95,like
53,95,like
36,95,like
22,95,dislike
90,95,dislike
70,95,dislike
86,95,dislike
26,95,dislike
35,95,dislike
8,95,dislike
100,95,dislike
45,95,dislike
28,96,like
86,96,like
29,96,like
71,96,like
15,96,like
66,97,like
34,97,like
30,97,like
88,97,like
5,97,like
51,97,like
38,97,like
20,97,like
84,97,like
24,97,like
83,97,like
80,97,like
70,97,like
16,97,like
4,97,like
32,97,like
49,97,like
54,97,dislike
39,97,dislike
23,97,dislike
19,97,dislike
83,98,like
65,98,like
33,98,like
81,98,like
74,98,like
85,98,like
97,98,dislike
89,98,dislike
78,98,dislike
72,98,dislike
49,98,dislike
2,98,dislike
96,98,dislike
82,98,dislike
18,98,dislike
32,98,dislike
9,98,dislike
36,98,dislike
42,98,dislike
41,98,dislike
16,99,like
52,99,like
14,99,like
68,99,like
44,99,like
35,99,like
30,99,like
80,99,like
22,99,like
15,99,like
60,99,dislike
81,99,dislike
3,99,dislike
79,99,dislike
71,99,dislike
73,99,dislike
61,99,dislike
51,99,dislike
5,99,dislike
45,99,dislike
65,100,like
10,100,like
40,100,like
94,100,like
73,100,like
79,100,like
3,100,dislike
2,100,dislike
93,100,dislike
33,100,dislike
35,100,dislike
84,100,dislike
42,100,dislike
64,100,dislike
55,100,dislike
46,100,dislike
99,100,dislike
74,100,dislike
1,100,dislike
90,100,dislike
27,100,dislike
52,100,dislike
66,100,dislike
26,100,dislike
85,100,dislike
9,100,dislike
15,100,dislike
92,101,like
56,101,like
17,101,like
86,101,like
39,101,like
40,101,dislike
19,101,dislike
68,101,dislike
75,101,dislike
48,101,dislike
87,102,like
94,102,like
40,102,like
47,102,like
73,102,like
78,102,like
21,102,like
65,102,like
4,102,like
1,102,like
57,102,like
12,102,like
42,102,like
74,102,dislike
53,102,dislike
17,102,dislike
89,102,dislike
58,102,dislike
23,102,dislike
34,102,dislike
7,102,dislike
12,103,dislike
14,103,dislike
20,103,dislike
87,103,dislike
26,103,dislike
62,103,dislike
46,103,dislike
10,103,dislike
34,103,dislike
38,103,dislike
47,103,dislike
73,103,dislike
85,103,dislike
61,103,dislike
32,103,dislike
28,103,dislike
16,103,dislike
97,103,dislike
52,103,dislike
100,103,dislike
59,104,like
90,104,dislike
64,105,dislike
70,105,dislike
36,105,dislike
21,105,dislike
74,105,dislike
80,105,dislike
30,105,dislike
11,105,dislike
9,105,dislike
2,106,like
69,106,like
10,106,like
19,106,like
67,106,like
74,106,like
42,106,like
71,106,like
46,106,like
36,106,like
3,106,like
44,106,like
34,106,like
78,106,like
53,106,like
85,106,like
81,106,like
12,106,like
40,106,like
21,106,dislike
54,107,like
41,107,like
92,107,like
75,107,like
79,107,like
36,107,like
23,107,like
61,107,dislike
32,107,dislike
93,107,dislike
28,107,dislike
62,108,dislike
8,108,dislike
16,108,dislike
6,108,dislike
99,108,dislike
24,108,dislike
64,108,dislike
86,108,dislike
45,109,like
46,109,like
6,109,like
73,109,like
7,109,like
27,109,like
60,109,like
30,109,like
47,109,like
90,109,like
36,109,like
44,109,like
37,109,dislike
69,110,like
17,110,like
21,111,like
70,111,like
84,111,like
72,111,like
7,111,like
96,111,like
49,111,like
3,111,like
37,111,like
39,111,like
88,111,dislike
93,111,dislike
5,111,dislike
15,111,dislike
73,111,dislike
57,111,dislike
28,111,dislike
67,111,dislike
87,111,dislike
62,111,dislike
35,111,dislike
65,111,dislike
39,112,like
98,112,like
12,112,like
63,112,like
68,112,like
16,112,like
65,112,like
81,112,like
14,112,like
1,112,like
51,112,like
41,112,like
9,112,dislike
70,112,dislike
25,112,dislike
97,112,dislike
60,112,dislike
15,112,dislike
6,112,dislike
24,112,dislike
85,112,dislike
8,112,dislike
92,112,dislike
21,112,dislike
80,112,dislike
50,112,dislike
61,112,dislike
64,112,dislike
49,112,dislike
90,112,dislike
54,113,like
35,113,like
82,113,like
50,113,dislike
6,113,dislike
97,114,like
19,114,like
96,114,like
58,114,like
69,114,like
27,114,like
57,114,like
72,114,like
82,114,like
33,114,like
13,114,like
21,114,like
12,114,like
84,114,like
6,114,like
17,114,like
73,114,like
94,114,like
50,114,like
24,114,like
32,114,like
26,114,dislike
93,114,dislike
52,115,like
30,115,like
18,115,like
34,115,dislike
74,115,dislike
63,115,dislike
66,115,dislike
50,115,dislike
11,115,dislike
12,115,dislike
25,115,dislike
88,115,dislike
97,115,dislike
51,115,dislike
9,115,dislike
62,115,dislike
91,115,dislike
69,115,dislike
29,115,dislike
86,115,dislike
28,115,dislike
48,115,dislike
37,115,dislike
92,116,dislike
22,116,dislike
28,116,dislike
55,116,dislike
63,116,dislike
11,116,dislike
27,116,dislike
71,117,like
56,117,like
34,117,like
54,117,like
69,117,like
81,117,like
1,117,like
32,117,like
31,117,like
50,117,like
95,117,like
52,117,like
18,117,dislike
87,117,dislike
11,117,dislike
35,117,dislike
24,117,dislike
39,117,dislike
63,117,dislike
13,117,dislike
94,117,dislike
75,117,dislike
65,118,like
52,118,like
7,118,like
25,118,like
32,118,like
68,118,like
74,118,dislike
36,118,dislike
10,118,dislike
9,118,dislike
54,118,dislike
55,120,like
37,120,like
78,120,dislike
57,120,dislike
97,120,dislike
100,120,dislike
64,120,dislike
92,120,dislike
54,120,dislike
8,120,dislike
11,120,dislike
10,121,like
86,121,like
28,121,like
95,121,like
54,121,like
80,121,like
91,121,like
100,121,like
74,121,like
59,121,like
29,121,like
41,121,like
17,121,like
22,121,like
36,121,like
49,121,like
85,121,dislike
60,121,dislike
52,121,dislike
27,121,dislike
40,121,dislike
3,121,dislike
73,122,like
51,122,like
34,122,like
98,122,like
89,122,like
29,122,like
44,122,like
15,122,like
36,122,dislike
14,122,dislike
75,123,like
25,123,dislike
69,124,like
31,125,like
35,125,like
2,125,like
90,125,like
6,125,like
58,125,dislike
91,125,dislike
3,125,dislike
4,125,dislike
22,125,dislike
9,125,dislike
56,125,dislike
40,125,dislike
73,125,dislike
95,125,dislike
96,125,dislike
19,125,dislike
70,125,dislike
88,125,dislike
18,125,dislike
1,125,dislike
72,125,dislike
75,125,dislike
13,125,dislike
82,125,dislike
59,125,dislike
28,125,dislike
59,126,like
23,126,like
60,126,like
58,126,like
17,126,like
52,126,like
64,126,like
46,126,like
47,126,dislike
54,126,dislike
64,127,like
69,127,like
99,127,like
11,127,like
91,127,like
15,127,like
9,127,like
97,127,like
92,127,dislike
71,127,dislike
60,127,dislike
94,127,dislike
66,127,dislike
53,127,dislike
19,127,dislike
56,127,dislike
10,128,like
33,128,like
9,128,like
96,128,like
22,128,like
15,128,dislike
39,128,dislike
68,128,dislike
18,129,like
92,129,like
98,129,like
37,129,like
82,129,like
13,129,dislike
1,129,dislike
73,130,like
45,130,like
88,130,like
38,130,like
60,130,like
23,130,like
75,130,like
95,130,like
48,130,like
68,130,like
55,130,like
36,130,like
16,130,like
31,130,dislike
13,130,dislike
1,130,dislike
57,130,dislike
56,130,dislike
27,130,dislike
54,130,dislike
21,130,dislike
50,130,dislike
81,130,dislike
24,130,dislike
41,130,dislike
99,130,dislike
58,130,dislike
67,130,dislike
77,130,dislike
33,130,dislike
82,131,like
34,131,like
17,131,like
92,131,like
39,131,like
59,131,like
84,131,dislike
88,131,dislike
82,132,like
96,132,like
1,132,like
41,132,like
50,132,like
2,132,like
56,132,dislike
72,132,dislike
86,132,dislike
93,133,like
44,133,like
74,133,like
59,133,like
3,133,like
57,133,like
45,133,like
48,133,like
35,133,like
18,133,like
75,133,like
21,133,like
46,133,like
71,133,dislike
72,133,dislike
99,133,dislike
55,134,like
48,134,like
57,134,like
34,134,like
11,134,like
66,134,like
17,134,like
51,134,like
50,134,like
69,134,like
85,134,like
98,134,like
97,134,like
18,134,dislike
51,135,dislike
81,135,dislike
37,135,dislike
25,135,dislike
64,135,dislike
44,135,dislike
68,135,dislike
72,135,dislike
87,135,dislike
22,135,dislike
